time_received,Number of Vehicles
14793200871,6
14793200872,6
14793200873,8
14793200874,8
14793200875,8
14793200876,8
14793200877,8
14793200878,7
14793200879,7
14793200880,6
14793200881,8
14793200882,8
14793200883,6
14793200884,6
14793200885,8
14793200886,5
14793200887,8
14793200888,5
14793200889,6
14793200890,8
14793200891,7
14793200892,7
14793200893,7
14793200894,8
14793200895,7
14793200896,7
14793200897,7
14793200898,6
14793200899,7
14793200900,4
14793200901,10
14793200902,6
14793200903,6
14793200904,7
14793200905,6
14793200906,7
14793200907,7
14793200908,7
14793200909,5
14793200910,6
14793200911,7
14793200912,5
14793200913,5
14793200914,5
14793200915,6
14793200916,8
14793200917,5
14793200918,7
14793200919,6
14793200920,5
14793200921,3
14793200922,9
14793200923,7
14793200924,6
14793200925,5
14793200926,7
14793200927,4
14793200928,5
14793200929,6
14793200930,5
14793200931,5
14793200932,6
14793200933,7
14793200934,6
14793200935,7
14793200936,5
14793200937,6
14793200938,7
14793200939,5
14793200940,11
14793200941,7
14793200942,5
14793200943,7
14793200944,6
14793200945,5
14793200946,7
14793200947,6
14793200948,7
14793200949,7
14793200950,6
14793200951,8
14793200952,7
14793200953,7
14793200954,8
14793200955,9
14793200956,8
14793200957,6
14793200958,6
14793200959,7
14793200960,7
14793200961,6
14793200962,6
14793200963,7
14793200964,5
14793200965,6
14793200966,6
14793200967,6
14793200968,5
14793200969,6
14793200970,4
14793200971,6
14793200972,7
14793200973,7
14793200974,5
14793200975,6
14793200976,5
14793200977,6
14793200978,5
14793200979,6
14793200980,6
14793200981,7
14793200982,5
14793200983,6
14793200984,5
14793200985,7
14793200986,5
14793200987,5
14793200988,7
14793200989,6
14793200990,7
14793200991,7
14793200992,7
14793200993,5
14793200994,4
14793200995,7
14793200996,5
14793200997,5
14793200998,4
14793200999,4
14793201000,7
14793201001,6
14793201002,6
14793201003,4
14793201004,5
14793201005,4
14793201006,4
14793201007,5
14793201008,3
14793201009,4
14793201010,5
14793201011,4
14793201012,5
14793201013,5
14793201014,6
14793201015,5
14793201016,4
14793201017,6
14793201018,6
14793201019,5
14793201020,5
14793201021,5
14793201022,5
14793201023,5
14793201024,4
14793201025,6
14793201026,5
14793201027,7
14793201028,6
14793201029,5
14793201030,4
14793201031,6
14793201032,5
14793201033,5
14793201034,5
14793201035,4
14793201036,5
14793201037,5
14793201038,5
14793201039,4
14793201040,5
14793201041,4
14793201042,6
14793201043,4
14793201044,5
14793201045,5
14793201046,5
14793201047,5
14793201048,5
14793201049,5
14793201050,5
14793201051,4
14793201052,5
14793201053,5
14793201054,4
14793201055,5
14793201056,6
14793201057,3
14793201058,7
14793201059,5
14793201060,5
14793201061,5
14793201062,3
14793201063,4
14793201064,5
14793201065,5
14793201066,6
14793201067,8
14793201068,4
14793201069,5
14793201070,5
14793201071,6
14793201072,6
14793201073,6
14793201074,6
14793201075,5
14793201076,5
14793201077,5
14793201078,5
14793201079,6
14793201080,6
14793201081,6
14793201082,5
14793201083,6
14793201084,4
14793201085,6
14793201086,6
14793201087,5
14793201088,4
14793201089,4
14793201090,4
14793201091,3
14793201092,4
14793201093,5
14793201094,4
14793201095,5
14793201096,7
14793201097,4
14793201098,5
14793201099,4
14793201100,5
14793201101,4
14793201102,4
14793201103,4
14793201104,5
14793201105,5
14793201106,4
14793201107,5
14793201108,5
14793201109,5
14793201110,5
14793201111,5
14793201112,5
14793201113,5
14793201114,4
14793201115,6
14793201116,5
14793201117,5
14793201118,6
14793201119,5
14793201120,5
14793201121,4
14793201122,3
14793201123,4
14793201124,3
14793201125,5
14793201126,4
14793201127,5
14793201128,5
14793201129,5
14793201130,4
14793201131,5
14793201132,5
14793201133,4
14793201134,4
14793201135,4
14793201136,6
14793201137,6
14793201138,5
14793201139,5
14793201140,5
14793201141,5
14793201142,4
14793201143,5
14793201144,4
14793201145,5
14793201146,6
14793201147,5
14793201148,5
14793201149,5
14793201150,5
14793201151,5
14793201152,4
14793201153,4
14793201154,6
14793201155,4
14793201156,4
14793201157,4
14793201158,4
14793201159,4
14793201160,4
14793201161,3
14793201162,5
14793201163,4
14793201164,4
14793201165,6
14793201166,6
14793201167,6
14793201168,4
14793201169,4
14793201170,4
14793201171,5
14793201172,5
14793201173,5
14793201174,5
14793201175,4
14793201176,4
14793201177,4
14793201178,6
14793201179,4
14793201180,4
14793201181,4
14793201182,6
14793201183,3
14793201184,7
14793201185,5
14793201186,5
14793201187,4
14793201188,4
14793201189,7
14793201190,4
14793201191,5
14793201192,4
14793201193,4
14793201194,4
14793201195,5
14793201196,5
14793201197,5
14793201198,5
14793201199,6
14793201200,5
14793201201,4
14793201202,4
14793201203,4
14793201204,4
14793201205,4
14793201206,5
14793201207,5
14793201208,4
14793201209,6
14793201210,3
14793201211,4
14793201212,3
14793201213,4
14793201214,4
14793201215,4
14793201216,4
14793201217,4
14793201218,4
14793201219,5
14793201220,5
14793201221,4
14793201222,4
14793201223,4
14793201224,4
14793201225,4
14793201226,4
14793201227,5
14793201228,5
14793201229,4
14793201230,4
14793201231,4
14793201232,4
14793201233,4
14793201234,3
14793201235,4
14793201236,5
14793201237,6
14793201238,5
14793201239,5
14793201240,4
14793201241,4
14793201242,4
14793201243,3
14793201244,4
14793201245,4
14793201246,4
14793201247,4
14793201248,4
14793201249,4
14793201250,4
14793201251,4
14793201252,4
14793201253,4
14793201254,5
14793201255,4
14793201256,4
14793201257,4
14793201258,4
14793201259,3
14793201260,5
14793201261,4
14793201262,4
14793201263,4
14793201264,4
14793201265,4
14793201266,4
14793201267,3
14793201268,4
14793201269,4
14793201270,4
14793201271,4
14793201272,4
14793201273,4
14793201274,3
14793201275,4
14793201276,4
14793201277,4
14793201278,4
14793201279,4
14793201280,4
14793201281,4
14793201282,4
14793201283,4
14793201284,4
14793201285,4
14793201286,4
14793201287,4
14793201288,4
14793201289,4
14793201290,4
14793201291,4
14793201292,2
14793201293,5
14793201294,4
14793201295,3
14793201296,3
14793201297,3
14793201298,5
14793201299,4
14793201300,4
14793201301,4
14793201302,4
14793201303,4
14793201304,4
14793201305,3
14793201306,5
14793201307,4
14793201308,4
14793201309,4
14793201310,4
14793201311,4
14793201312,4
14793201313,3
14793201314,5
14793201315,4
14793201316,3
14793201317,5
14793201318,3
14793201319,5
14793201320,3
14793201321,4
14793201322,4
14793201323,4
14793201324,3
14793201325,6
14793201326,4
14793201327,4
14793201328,4
14793201329,4
14793201330,4
14793201331,4
14793201332,4
14793201333,3
14793201334,3
14793201335,4
14793201336,4
14793201337,4
14793201338,4
14793201339,4
14793201340,4
14793201341,4
14793201342,4
14793201343,4
14793201344,4
14793201345,4
14793201346,3
14793201347,4
14793201348,4
14793201349,4
14793201350,4
14793201351,4
14793201352,4
14793201353,4
14793201354,4
14793201355,4
14793201356,4
14793201357,4
14793201358,4
14793201359,4
14793201360,4
14793201361,4
14793201362,4
14793201363,4
14793201364,4
14793201365,4
14793201366,4
14793201367,4
14793201368,4
14793201369,4
14793201370,4
14793201371,4
14793201372,4
14793201373,4
14793201374,4
14793201375,4
14793201376,4
14793201377,5
14793201378,3
14793201379,4
14793201380,5
14793201381,3
14793201382,4
14793201383,4
14793201384,3
14793201385,4
14793201386,4
14793201387,4
14793201388,4
14793201389,4
14793201390,5
14793201391,5
14793201392,4
14793201393,5
14793201394,5
14793201395,3
14793201396,4
14793201397,6
14793201398,4
14793201399,4
14793201400,4
14793201401,4
14793201402,4
14793201403,4
14793201404,5
14793201405,5
14793201406,5
14793201407,5
14793201408,4
14793201409,4
14793201410,4
14793201411,5
14793201412,5
14793201413,5
14793201414,7
14793201415,5
14793201416,5
14793201417,4
14793201418,6
14793201419,5
14793201420,6
14793201421,5
14793201422,5
14793201423,5
14793201424,5
14793201425,3
14793201426,7
14793201427,5
14793201428,4
14793201429,5
14793201430,4
14793201431,4
14793201432,4
14793201433,5
14793201434,4
14793201435,5
14793201436,5
14793201437,5
14793201438,6
14793201439,4
14793201440,5
14793201441,6
14793201442,3
14793201443,2
14793201444,4
14793201445,5
14793201446,4
14793201447,3
14793201448,4
14793201449,5
14793201450,5
14793201451,4
14793201452,4
14793201453,4
14793201454,3
14793201455,4
14793201456,5
14793201457,5
14793201458,4
14793201459,4
14793201460,3
14793201461,4
14793201462,4
14793201463,3
14793201464,4
14793201465,5
14793201466,5
14793201467,5
14793201468,4
14793201469,5
14793201470,5
14793201471,5
14793201472,5
14793201473,5
14793201474,5
14793201475,6
14793201476,6
14793201477,4
14793201478,4
14793201479,3
14793201480,3
14793201481,4
14793201482,5
14793201483,4
14793201484,4
14793201485,3
14793201486,3
14793201487,5
14793201488,5
14793201489,5
14793201490,4
14793201491,4
14793201492,3
14793201493,4
14793201494,3
14793201495,3
14793201496,3
14793201497,3
14793201498,5
14793201499,4
14793201500,5
14793201501,3
14793201502,3
14793201503,3
14793201504,4
14793201505,4
14793201506,4
14793201507,3
14793201508,3
14793201509,4
14793201510,4
14793201511,3
14793201512,4
14793201513,4
14793201514,4
14793201515,6
14793201516,6
14793201517,4
14793201518,4
14793201519,4
14793201520,4
14793201521,4
14793201522,5
14793201523,4
14793201524,4
14793201525,4
14793201526,5
14793201527,4
14793201528,4
14793201529,4
14793201530,4
14793201531,3
14793201532,5
14793201533,4
14793201534,4
14793201535,4
14793201536,4
14793201537,3
14793201538,5
14793201539,4
14793201540,4
14793201541,4
14793201542,4
14793201543,4
14793201544,4
14793201545,4
14793201546,4
14793201547,4
14793201548,4
14793201549,4
14793201550,5
14793201551,4
14793201552,3
14793201553,4
14793201554,3
14793201555,6
14793201556,4
14793201557,4
14793201558,3
14793201559,4
14793201560,4
14793201561,4
14793201562,4
14793201563,4
14793201564,4
14793201565,6
14793201566,4
14793201567,6
14793201568,6
14793201569,5
14793201570,5
14793201571,4
14793201572,4
14793201573,4
14793201574,5
14793201575,4
14793201576,5
14793201577,4
14793201578,3
14793201579,6
14793201580,4
14793201581,2
14793201582,5
14793201583,4
14793201584,5
14793201585,5
14793201586,4
14793201587,4
14793201588,4
14793201589,4
14793201590,4
14793201591,5
14793201592,4
14793201593,5
14793201594,6
14793201595,4
14793201596,4
14793201597,5
14793201598,4
14793201599,4
14793201600,5
14793201601,4
14793201602,4
14793201603,4
14793201604,4
14793201605,4
14793201606,4
14793201607,7
14793201608,5
14793201609,4
14793201610,4
14793201611,4
14793201612,4
14793201613,3
14793201614,5
14793201615,2
14793201616,5
14793201617,4
14793201618,4
14793201619,4
14793201620,3
14793201621,4
14793201622,5
14793201623,5
14793201624,5
14793201625,5
14793201626,4
14793201627,3
14793201628,5
14793201629,4
14793201630,4
14793201631,3
14793201632,5
14793201633,3
14793201634,4
14793201635,4
14793201636,4
14793201637,5
14793201638,4
14793201639,4
14793201640,5
14793201641,4
14793201642,4
14793201643,4
14793201644,4
14793201645,3
14793201646,4
14793201647,4
14793201648,5
14793201649,5
14793201650,5
14793201651,5
14793201652,4
14793201653,5
14793201654,5
14793201655,4
14793201656,4
14793201657,4
14793201658,6
14793201659,5
14793201660,4
14793201661,5
14793201662,4
14793201663,4
14793201664,4
14793201665,3
14793201666,4
14793201667,4
14793201668,4
14793201669,4
14793201670,4
14793201671,4
14793201672,6
14793201673,3
14793201674,5
14793201675,5
14793201676,4
14793201677,4
14793201678,4
14793201679,4
14793201680,5
14793201681,5
14793201682,4
14793201683,3
14793201684,3
14793201685,6
14793201686,3
14793201687,1
14793201688,5
14793201689,4
14793201690,4
14793201691,4
14793201692,4
14793201693,3
14793201694,5
14793201695,4
14793201696,4
14793201697,4
14793201698,4
14793201699,3
14793201700,4
14793201701,4
14793201702,4
14793201703,4
14793201704,4
14793201705,4
14793201706,4
14793201707,3
14793201708,4
14793201709,5
14793201710,4
14793201711,4
14793201712,4
14793201713,4
14793201714,4
14793201715,4
14793201716,4
14793201717,4
14793201718,4
14793201719,4
14793201720,4
14793201721,4
14793201722,5
14793201723,5
14793201724,5
14793201725,5
14793201726,5
14793201727,5
14793201728,5
14793201729,5
14793201730,5
14793201731,5
14793201732,5
14793201733,5
14793201734,5
14793201735,5
14793201736,5
14793201737,5
14793201738,5
14793201739,4
14793201740,5
14793201741,5
14793201742,4
14793201743,4
14793201744,5
14793201745,5
14793201746,5
14793201747,5
14793201748,5
14793201749,5
14793201750,6
14793201751,6
14793201752,6
14793201753,6
14793201754,5
14793201755,5
14793201756,5
14793201757,5
14793201758,4
14793201759,4
14793201760,5
14793201761,5
14793201762,5
14793201763,5
14793201764,5
14793201765,5
14793201766,5
14793201767,5
14793201768,5
14793201769,5
14793201770,5
14793201771,5
14793201772,5
14793201773,5
14793201774,5
14793201775,5
14793201776,5
14793201777,3
14793201778,6
14793201779,4
14793201780,5
14793201781,5
14793201782,5
14793201783,5
14793201784,5
14793201785,5
14793201786,5
14793201787,5
14793201788,5
14793201789,5
14793201790,4
14793201791,6
14793201792,6
14793201793,4
14793201794,5
14793201795,5
14793201796,4
14793201797,5
14793201798,5
14793201799,5
14793201800,5
14793201801,4
14793201802,5
14793201803,4
14793201804,5
14793201805,7
14793201806,6
14793201807,5
14793201808,6
14793201809,4
14793201810,5
14793201811,5
14793201812,5
14793201813,6
14793201814,5
14793201815,5
14793201816,4
14793201817,5
14793201818,6
14793201819,5
14793201820,6
14793201821,5
14793201822,4
14793201823,7
14793201824,6
14793201825,4
14793201826,6
14793201827,5
14793201828,5
14793201829,5
14793201830,5
14793201831,6
14793201832,5
14793201833,5
14793201834,6
14793201835,4
14793201836,5
14793201837,4
14793201838,5
14793201839,5
14793201840,5
14793201841,5
14793201842,5
14793201843,5
14793201844,5
14793201845,5
14793201846,4
14793201847,5
14793201848,4
14793201849,5
14793201850,5
14793201851,4
14793201852,7
14793201853,5
14793201854,5
14793201855,5
14793201856,5
14793201857,5
14793201858,4
14793201859,4
14793201860,4
14793201861,6
14793201862,6
14793201863,5
14793201864,5
14793201865,5
14793201866,5
14793201867,5
14793201868,5
14793201869,5
14793201870,5
14793201871,5
14793201872,5
14793201873,5
14793201874,5
14793201875,5
14793201876,5
14793201877,6
14793201878,4
14793201879,5
14793201880,5
14793201881,5
14793201882,5
14793201883,5
14793201884,5
14793201885,5
14793201886,5
14793201887,5
14793201888,5
14793201889,5
14793201890,4
14793201891,5
14793201892,5
14793201893,5
14793201894,5
14793201895,5
14793201896,5
14793201897,4
14793201898,6
14793201899,5
14793201900,5
14793201901,5
14793201902,5
14793201903,5
14793201904,4
14793201905,6
14793201906,6
14793201907,6
14793201908,7
14793201909,5
14793201910,6
14793201911,6
14793201912,5
14793201913,5
14793201914,7
14793201915,6
14793201916,7
14793201917,4
14793201918,6
14793201919,6
14793201920,7
14793201921,6
14793201922,6
14793201923,5
14793201924,5
14793201925,8
14793201926,5
14793201927,5
14793201928,5
14793201929,5
14793201930,5
14793201931,8
14793201932,7
14793201933,5
14793201934,6
14793201935,6
14793201936,7
14793201937,8
14793201938,8
14793201939,8
14793201940,6
14793201941,8
14793201942,6
14793201943,7
14793201944,7
14793201945,5
14793201946,9
14793201947,5
14793201948,6
14793201949,6
14793201950,4
14793201951,5
14793201952,5
14793201953,6
14793201954,6
14793201955,8
14793201956,6
14793201957,7
14793201958,7
14793201959,6
14793201960,4
14793201961,6
14793201962,6
14793201963,4
14793201964,7
14793201965,6
14793201966,5
14793201967,6
14793201968,4
14793201969,4
14793201970,4
14793201971,4
14793201972,5
14793201973,4
14793201974,5
14793201975,5
14793201976,5
14793201977,5
14793201978,4
14793201979,3
14793201980,5
14793201981,7
14793201982,5
14793201983,5
14793201984,6
14793201985,5
14793201986,5
14793201987,7
14793201988,6
14793201989,7
14793201990,6
14793201991,6
14793201992,5
14793201993,5
14793201994,5
14793201995,5
14793201996,5
14793201997,6
14793201998,6
14793201999,5
14793202000,8
14793202001,7
14793202002,6
14793202003,6
14793202004,5
14793202005,6
14793202006,6
14793202007,4
14793202008,3
14793202009,6
14793202010,6
14793202011,6
14793202012,7
14793202013,6
14793202014,6
14793202015,4
14793202016,3
14793202017,6
14793202018,8
14793202019,7
14793202020,5
14793202021,7
14793202022,6
14793202023,6
14793202024,4
14793202025,4
14793202026,5
14793202027,4
14793202028,5
14793202029,5
14793202030,5
14793202031,4
14793202032,8
14793202033,5
14793202034,6
14793202035,7
14793202036,5
14793202037,5
14793202038,5
14793202039,5
14793202040,7
14793202041,4
14793202042,6
14793202043,7
14793202044,3
14793202045,4
14793202046,10
14793202047,7
14793202048,8
14793202049,6
14793202050,7
